gamma,beta,expected_qubo_energy
0.0,0.0,86.0
0.0,0.039269908169872414,85.99999999999999
0.0,0.07853981633974483,86.0
0.0,0.11780972450961724,86.00000000000001
0.0,0.15707963267948966,86.00000000000001
0.0,0.19634954084936207,85.99999999999999
0.0,0.23561944901923448,85.99999999999997
0.0,0.2748893571891069,86.0
0.0,0.3141592653589793,85.99999999999999
0.0,0.3534291735288517,86.00000000000001
0.0,0.39269908169872414,85.99999999999999
0.0,0.43196898986859655,85.99999999999999
0.0,0.47123889803846897,86.00000000000001
0.0,0.5105088062083414,86.00000000000001
0.0,0.5497787143782138,85.99999999999997
0.0,0.5890486225480862,85.99999999999999
0.0,0.6283185307179586,86.00000000000001
0.0,0.667588438887831,86.0
0.0,0.7068583470577035,86.0
0.0,0.7461282552275759,85.99999999999999
0.0,0.7853981633974483,86.0
0.0,0.8246680715673207,86.00000000000006
0.0,0.8639379797371931,86.0
0.0,0.9032078879070655,86.0
0.0,0.9424777960769379,86.00000000000001
0.0,0.9817477042468103,86.00000000000003
0.0,1.0210176124166828,86.0
0.0,1.0602875205865552,85.99999999999999
0.0,1.0995574287564276,85.99999999999999
0.0,1.1388273369263,85.99999999999999
0.0,1.1780972450961724,86.00000000000001
0.0,1.2173671532660448,86.00000000000001
0.0,1.2566370614359172,85.99999999999999
0.0,1.2959069696057897,86.00000000000001
0.0,1.335176877775662,85.99999999999999
0.0,1.3744467859455345,85.99999999999999
0.0,1.413716694115407,86.00000000000001
0.0,1.4529866022852793,86.00000000000001
0.0,1.4922565104551517,86.00000000000001
0.0,1.5315264186250241,85.99999999999999
0.0,1.5707963267948966,86.0
0.0,1.610066234964769,85.99999999999999
0.0,1.6493361431346414,85.99999999999999
0.0,1.6886060513045138,86.0
0.0,1.7278759594743862,86.00000000000001
0.0,1.7671458676442586,85.99999999999999
0.0,1.806415775814131,86.00000000000003
0.0,1.8456856839840035,85.99999999999999
0.0,1.8849555921538759,86.00000000000001
0.0,1.9242255003237483,85.99999999999999
0.0,1.9634954084936207,85.99999999999999
0.0,2.002765316663493,86.00000000000001
0.0,2.0420352248333655,85.99999999999999
0.0,2.081305133003238,86.00000000000001
0.0,2.1205750411731104,86.00000000000001
0.0,2.1598449493429825,86.00000000000001
0.0,2.199114857512855,85.99999999999999
0.0,2.238384765682728,85.99999999999999
0.0,2.2776546738526,86.00000000000001
0.0,2.316924582022472,86.00000000000003
0.0,2.356194490192345,86.0
0.0,2.3954643983622175,86.00000000000003
0.0,2.4347343065320897,86.00000000000003
0.0,2.474004214701962,85.99999999999999
0.0,2.5132741228718345,86.0
0.0,2.552544031041707,86.00000000000003
0.0,2.5918139392115793,86.0
0.0,2.6310838473814515,86.0
0.0,2.670353755551324,85.99999999999999
0.0,2.709623663721197,86.00000000000001
0.0,2.748893571891069,86.00000000000001
0.0,2.788163480060941,86.00000000000001
0.0,2.827433388230814,85.99999999999999
0.0,2.8667032964006864,85.99999999999999
0.0,2.9059732045705586,86.00000000000001
0.0,2.945243112740431,86.00000000000001
0.0,2.9845130209103035,85.99999999999994
0.0,3.023782929080176,85.99999999999999
0.0,3.0630528372500483,86.0
0.0,3.1023227454199205,86.0
0.0,3.141592653589793,86.0
0.05235987755982988,0.0,86.0
0.05235987755982988,0.039269908169872414,93.1705107255504
0.05235987755982988,0.07853981633974483,100.42405447176935
0.05235987755982988,0.11780972450961724,107.64420521415737
0.05235987755982988,0.15707963267948966,114.714590072177
0.05235987755982988,0.19634954084936207,121.52137617536377
0.05235987755982988,0.23561944901923448,127.95570206205608
0.05235987755982988,0.2748893571891069,133.9159960323268
0.05235987755982988,0.3141592653589793,139.31012660252233
0.05235987755982988,0.3534291735288517,144.0573342715112
0.05235987755982988,0.39269908169872414,148.08989910872586
0.05235987755982988,0.43196898986859655,151.35450508139746
0.05235987755982988,0.47123889803846897,153.81326939580566
0.05235987755982988,0.5105088062083414,155.44441325447602
0.05235987755982988,0.5497787143782138,156.2425591286404
0.05235987755982988,0.5890486225480862,156.2186486996004
0.05235987755982988,0.6283185307179586,155.39948481183097
0.05235987755982988,0.667588438887831,153.8269098794138
0.05235987755982988,0.7068583470577035,151.55664197258622
0.05235987755982988,0.7461282552275759,148.65679806759383
0.05235987755982988,0.7853981633974483,145.20614146838378
0.05235987755982988,0.8246680715673207,141.292097018754
0.05235987755982988,0.8639379797371931,137.00858325676984
0.05235987755982988,0.9032078879070655,132.45371498444334
0.05235987755982988,0.9424777960769379,127.72743272958766
0.05235987755982988,0.9817477042468103,122.9291171906249
0.05235987755982988,1.0210176124166828,118.15524694030434
0.05235987755982988,1.0602875205865552,113.49715641739773
0.05235987755982988,1.0995574287564276,109.03894858827852
0.05235987755982988,1.1388273369263,104.85561267915438
0.05235987755982988,1.1780972450961724,101.01139216368594
0.05235987755982988,1.2173671532660448,97.55844186926801
0.05235987755982988,1.2566370614359172,94.53580579499548
0.05235987755982988,1.2959069696057897,91.96873919524883
0.05235987755982988,1.335176877775662,89.86838987371982
0.05235987755982988,1.3744467859455345,88.23184466638807
0.05235987755982988,1.413716694115407,87.0425379899337
0.05235987755982988,1.4529866022852793,86.27101031918696
0.05235987755982988,1.4922565104551517,85.87599575595301
0.05235987755982988,1.5315264186250241,85.80580967671028
0.05235987755982988,1.5707963267948966,86.0
0.05235987755982988,1.610066234964769,86.39121907949995
0.05235987755982988,1.6493361431346414,86.9072677670096
0.05235987755982988,1.6886060513045138,87.47325893551083
0.05235987755982988,1.7278759594743862,88.01384481097178
0.05235987755982988,1.7671458676442586,88.45545090503408
0.05235987755982988,1.806415775814131,88.7284592074297
0.05235987755982988,1.8456856839840035,88.76928458998381
0.05235987755982988,1.8849555921538759,88.5222910613104
0.05235987755982988,1.9242255003237483,87.94149852621032
0.05235987755982988,1.9634954084936207,86.9920359471152
0.05235987755982988,2.002765316663493,85.65130314696984
0.05235987755982988,2.0420352248333655,83.9098107770178
0.05235987755982988,2.081305133003238,81.77167601897192
0.05235987755982988,2.1205750411731104,79.25476020014861
0.05235987755982988,2.1598449493429825,76.39044345955546
0.05235987755982988,2.199114857512855,73.22304069110949
0.05235987755982988,2.238384765682728,69.80887198246118
0.05235987755982988,2.2776546738526,66.21500944186987
0.05235987755982988,2.316924582022472,62.51773044663831
0.05235987755982988,2.356194490192345,58.80071475321854
0.05235987755982988,2.3954643983622175,55.153029397798115
0.05235987755982988,2.4347343065320897,51.66695072605359
0.05235987755982988,2.474004214701962,48.435677087490774
0.05235987755982988,2.5132741228718345,45.550988608866284
0.05235987755982988,2.552544031041707,43.100911950579686
0.05235987755982988,2.5918139392115793,41.1674480118122
0.05235987755982988,2.6310838473814515,39.824419181893866
0.05235987755982988,2.670353755551324,39.13548996949085
0.05235987755982988,2.709623663721197,39.152410744726495
0.05235987755982988,2.748893571891069,39.9135290020753
0.05235987755982988,2.788163480060941,41.44260612396711
0.05235987755982988,2.827433388230814,43.74797025378333
0.05235987755982988,2.8667032964006864,46.82202775290578
0.05235987755982988,2.9059732045705586,50.64114701909318
0.05235987755982988,2.945243112740431,55.16591939605844
0.05235987755982988,2.9845130209103035,60.34179272872831
0.05235987755982988,3.023782929080176,66.10006404054042
0.05235987755982988,3.0630528372500483,72.35920905119326
0.05235987755982988,3.1023227454199205,79.0265180306598
0.05235987755982988,3.141592653589793,86.0
0.10471975511965977,0.0,86.0
0.10471975511965977,0.039269908169872414,88.11653491321265
0.10471975511965977,0.07853981633974483,90.18999649823337
0.10471975511965977,0.11780972450961724,92.19003423394611
0.10471975511965977,0.15707963267948966,94.08784943994908
0.10471975511965977,0.19634954084936207,95.85677832145822
0.10471975511965977,0.23561944901923448,97.47282480246301
0.10471975511965977,0.2748893571891069,98.91513078977185
0.10471975511965977,0.3141592653589793,100.1663730320217
0.10471975511965977,0.3534291735288517,101.21307752138583
0.10471975511965977,0.39269908169872414,102.04584438782926
0.10471975511965977,0.43196898986859655,102.65947840723052
0.10471975511965977,0.47123889803846897,103.05302253219713
0.10471975511965977,0.5105088062083414,103.22969420190066
0.10471975511965977,0.5497787143782138,103.19672653715799
0.10471975511965977,0.5890486225480862,102.96511882170329
0.10471975511965977,0.6283185307179586,102.54930285392646
0.10471975511965977,0.667588438887831,101.96673377185255
0.10471975511965977,0.7068583470577035,101.23741575839972
0.10471975511965977,0.7461282552275759,100.38337457993008
0.10471975511965977,0.7853981633974483,99.42809016106872
0.10471975511965977,0.8246680715673207,98.39590332229164
0.10471975511965977,0.8639379797371931,97.31141138152442
0.10471975511965977,0.9032078879070655,96.19886753316081
0.10471975511965977,0.9424777960769379,95.08159876266542
0.10471975511965977,0.9817477042468103,93.9814565364889
0.10471975511965977,1.0210176124166828,92.91831363851786
0.10471975511965977,1.0602875205865552,91.90961932749559
0.10471975511965977,1.0995574287564276,90.97002349460992
0.10471975511965977,1.1388273369263,90.11107874394156
0.10471975511965977,1.1780972450961724,89.34102734429922
0.10471975511965977,1.2173671532660448,88.66467785809681
0.10471975511965977,1.2566370614359172,88.08337399443474
0.10471975511965977,1.2959069696057897,87.595055915367
0.10471975511965977,1.335176877775662,87.19441190382274
0.10471975511965977,1.3744467859455345,86.8731160362437
0.10471975511965977,1.413716694115407,86.62014534868803
0.10471975511965977,1.4529866022852793,86.42216799525437
0.10471975511965977,1.4922565104551517,86.26399212135809
0.10471975511965977,1.5315264186250241,86.12906365557402
0.10471975511965977,1.5707963267948966,86.0
0.10471975511965977,1.610066234964769,85.85914570062096
0.10471975511965977,1.6493361431346414,85.68913562820373
0.10471975511965977,1.6886060513045138,85.47345101043037
0.10471975511965977,1.7278759594743862,85.19695383201078
0.10471975511965977,1.7671458676442586,84.8463856570431
0.10471975511965977,1.806415775814131,84.41081781367456
0.10471975511965977,1.8456856839840035,83.88204109325349
0.10471975511965977,1.8849555921538759,83.25488462476262
0.10471975511965977,1.9242255003237483,82.52745535305677
0.10471975511965977,1.9634954084936207,81.70129153269818
0.10471975511965977,2.002765316663493,80.7814257988999
0.10471975511965977,2.0420352248333655,79.77635564018748
0.10471975511965977,2.081305133003238,78.69792141787875
0.10471975511965977,2.1205750411731104,77.56109439797984
0.10471975511965977,2.1598449493429825,76.38367952421927
0.10471975511965977,2.199114857512855,75.18593981063088
0.10471975511965977,2.238384765682728,73.99015121514931
0.10471975511965977,2.2776546738526,72.8200986229086
0.10471975511965977,2.316924582022472,71.70052507550837
0.10471975511965977,2.356194490192345,70.65654759292613
0.10471975511965977,2.3954643983622175,69.7130538178697
0.10471975511965977,2.4347343065320897,68.89409424603343
0.10471975511965977,2.474004214701962,68.22228497645754
0.10471975511965977,2.5132741228718345,67.71823571936993
